Date,Temperature,Humidity,WindSpeed,Rainfall,Month,Year,Season,Month_Year,Rolling_Avg
2022-11-03,18.6,80.4,8.2,1.8,November,2022,Winter,2022-11,82.07142857142857
2022-11-04,20.1,77.8,14.7,5.6,November,2022,Winter,2022-11,83.25714285714285
2022-11-05,17.2,80.6,6.5,1.0,November,2022,Winter,2022-11,83.39999999999999
2022-11-06,20.2,82.4,6.7,2.0,November,2022,Winter,2022-11,82.7
2022-11-07,21.6,63.8,45.0,3.1,November,2022,Winter,2022-11,76.81428571428572
2022-11-08,20.1,88.1,9.3,3.1,November,2022,Winter,2022-11,78.62857142857142
2022-11-09,17.0,63.9,9.7,5.7,November,2022,Winter,2022-11,76.71428571428571
2022-11-10,16.9,90.3,9.8,0.0,November,2022,Winter,2022-11,78.12857142857142
2022-11-11,17.7,82.1,14.3,0.0,November,2022,Winter,2022-11,78.74285714285713
2022-11-12,16.8,83.8,12.6,3.6,November,2022,Winter,2022-11,79.2
2022-11-13,19.7,67.2,7.6,1.9,November,2022,Winter,2022-11,77.02857142857142
2022-11-14,19.3,84.7,10.6,4.1,November,2022,Winter,2022-11,80.01428571428572
2022-11-15,17.3,69.6,12.2,0.3,November,2022,Winter,2022-11,77.37142857142858
2022-11-16,18.2,78.1,2.3,1.5,November,2022,Winter,2022-11,79.39999999999999
2022-11-17,15.5,91.1,10.2,0.0,November,2022,Winter,2022-11,79.51428571428572
2022-11-18,15.6,77.9,13.2,0.9,November,2022,Winter,2022-11,78.91428571428571
2022-11-19,18.8,89.0,6.3,0.4,November,2022,Winter,2022-11,79.65714285714286
2022-11-20,16.5,92.3,10.7,2.8,November,2022,Winter,2022-11,83.24285714285713
2022-11-21,18.6,72.6,11.3,0.0,November,2022,Winter,2022-11,81.5142857142857
2022-11-22,18.0,78.6,5.7,3.3,November,2022,Winter,2022-11,82.8
2022-11-23,17.9,78.5,12.1,2.5,November,2022,Winter,2022-11,82.85714285714286
2022-11-24,17.7,93.5,14.4,1.8,November,2022,Winter,2022-11,83.2
2022-11-25,14.7,92.4,6.5,0.0,November,2022,Winter,2022-11,85.27142857142857
2022-11-26,13.2,79.0,17.5,1.1,November,2022,Winter,2022-11,83.84285714285714
2022-11-27,13.7,97.6,11.2,0.0,November,2022,Winter,2022-11,84.60000000000001
2022-11-28,20.2,76.2,5.8,4.8,November,2022,Winter,2022-11,85.11428571428571
2022-11-29,21.3,85.2,13.1,1.6,November,2022,Winter,2022-11,86.05714285714285
2022-11-30,18.9,91.3,11.9,0.9,November,2022,Winter,2022-11,87.88571428571427
2022-12-01,16.1,76.3,9.8,2.7,December,2022,Winter,2022-12,85.42857142857143
2022-12-02,15.1,83.1,13.8,1.5,December,2022,Winter,2022-12,84.10000000000001
2022-12-03,16.9,89.1,11.1,1.6,December,2022,Winter,2022-12,85.54285714285713
2022-12-04,20.3,85.4,16.1,0.0,December,2022,Winter,2022-12,83.79999999999998
2022-12-05,16.7,83.3,19.6,0.1,December,2022,Winter,2022-12,84.8142857142857
2022-12-06,14.5,84.9,8.4,1.4,December,2022,Winter,2022-12,84.77142857142857
2022-12-07,17.0,89.9,6.4,2.9,December,2022,Winter,2022-12,84.57142857142857
2022-12-08,13.2,80.9,10.9,4.1,December,2022,Winter,2022-12,85.22857142857143
2022-12-09,18.6,81.7,11.2,2.9,December,2022,Winter,2022-12,85.02857142857144
2022-12-10,16.6,82.3,8.1,3.6,December,2022,Winter,2022-12,84.05714285714285
2022-12-11,19.3,83.5,12.3,0.3,December,2022,Winter,2022-12,83.78571428571429
2022-12-12,16.0,89.2,7.3,0.9,December,2022,Winter,2022-12,84.62857142857142
2022-12-13,14.4,78.8,13.3,3.5,December,2022,Winter,2022-12,83.75714285714287
2022-12-14,18.1,80.4,12.3,1.3,December,2022,Winter,2022-12,82.39999999999999
2022-12-15,15.2,84.4,7.8,0.0,December,2022,Winter,2022-12,82.9
2022-12-16,13.9,87.6,10.0,0.0,December,2022,Winter,2022-12,83.74285714285713
2022-12-17,27.55,80.0,8.4,3.6,December,2022,Winter,2022-12,83.41428571428571
2022-12-18,14.0,76.6,7.5,2.4,December,2022,Winter,2022-12,82.42857142857143
2022-12-19,13.1,86.9,6.3,0.0,December,2022,Winter,2022-12,82.1
2022-12-20,19.0,76.8,7.6,1.2,December,2022,Winter,2022-12,81.81428571428572
2022-12-21,19.0,78.1,9.8,2.5,December,2022,Winter,2022-12,81.48571428571428
2022-12-22,18.0,90.2,12.8,3.9,December,2022,Winter,2022-12,82.31428571428572
2022-12-23,16.5,85.9,11.6,0.0,December,2022,Winter,2022-12,82.07142857142857
2022-12-24,15.7,90.4,14.3,0.8,December,2022,Winter,2022-12,83.55714285714285
2022-12-25,14.2,90.1,11.8,1.2,December,2022,Winter,2022-12,85.48571428571428
2022-12-26,18.3,79.9,13.6,1.4,December,2022,Winter,2022-12,84.48571428571428
2022-12-27,18.3,91.8,17.4,1.6,December,2022,Winter,2022-12,86.62857142857145
2022-12-28,20.6,80.3,10.0,2.0,December,2022,Winter,2022-12,86.94285714285715
2022-12-29,16.5,69.0,7.1,1.8,December,2022,Winter,2022-12,83.91428571428571
2022-12-30,17.4,85.3,8.0,2.1,December,2022,Winter,2022-12,83.82857142857142
2022-12-31,13.5,84.5,9.2,1.0,December,2022,Winter,2022-12,82.98571428571428
2023-01-01,15.6,78.1,14.8,1.9,January,2023,Winter,2023-01,81.27142857142857
2023-01-02,18.2,84.9,13.5,0.0,January,2023,Winter,2023-01,81.98571428571428
2023-01-03,18.1,76.3,12.0,2.0,January,2023,Winter,2023-01,79.77142857142857
2023-01-04,17.0,82.6,5.6,4.0,January,2023,Winter,2023-01,80.1
2023-01-05,18.2,90.6,10.8,0.9,January,2023,Winter,2023-01,83.18571428571428
2023-01-06,17.2,85.7,6.3,2.0,January,2023,Winter,2023-01,83.24285714285715
2023-01-07,15.8,86.0,12.6,2.6,January,2023,Winter,2023-01,83.45714285714287
2023-01-08,17.4,78.2,7.4,0.3,January,2023,Winter,2023-01,83.47142857142856
2023-01-09,15.6,84.5,8.3,3.0,January,2023,Winter,2023-01,83.41428571428571
2023-01-10,15.5,75.6,11.3,0.0,January,2023,Winter,2023-01,83.31428571428572
2023-01-11,19.8,85.9,7.5,1.1,January,2023,Winter,2023-01,83.78571428571429
2023-01-12,15.1,85.5,12.4,2.3,January,2023,Winter,2023-01,83.05714285714285
2023-01-13,19.8,83.0,9.8,0.0,January,2023,Winter,2023-01,82.67142857142856
2023-01-14,16.3,85.8,10.3,0.0,January,2023,Winter,2023-01,82.64285714285714
2023-01-15,18.8,75.0,10.5,3.7,January,2023,Winter,2023-01,82.18571428571428
2023-01-16,17.5,80.8,9.2,2.7,January,2023,Winter,2023-01,81.65714285714286
2023-01-17,19.3,84.2,6.3,0.7,January,2023,Winter,2023-01,82.88571428571429
2023-01-18,20.3,73.5,13.3,0.0,January,2023,Winter,2023-01,81.11428571428571
2023-01-19,16.9,84.3,11.0,1.2,January,2023,Winter,2023-01,80.94285714285715
2023-01-20,16.6,85.6,8.7,2.1,January,2023,Winter,2023-01,81.3142857142857
2023-01-21,19.0,87.4,14.0,0.2,January,2023,Winter,2023-01,81.54285714285716
2023-01-22,21.8,89.3,11.0,1.1,January,2023,Winter,2023-01,83.58571428571429
2023-01-23,20.3,80.1,13.7,0.3,January,2023,Winter,2023-01,83.48571428571428
2023-01-24,14.5,98.0,9.2,2.8,January,2023,Winter,2023-01,85.45714285714284
2023-01-25,22.0,87.0,13.3,4.2,January,2023,Winter,2023-01,87.38571428571427
2023-01-26,18.3,95.7,10.9,1.5,January,2023,Winter,2023-01,89.01428571428572
2023-01-27,20.9,87.7,10.4,0.9,January,2023,Winter,2023-01,89.31428571428572
2023-01-28,19.1,78.5,7.5,0.0,January,2023,Winter,2023-01,88.04285714285713
2023-01-29,22.4,84.9,7.8,2.2,January,2023,Winter,2023-01,87.41428571428573
2023-01-30,22.2,80.7,10.9,3.2,January,2023,Winter,2023-01,87.5
2023-01-31,20.7,78.4,7.2,3.4,January,2023,Winter,2023-01,84.70000000000002
2023-02-01,17.4,87.0,9.4,3.1,February,2023,Summer,2023-02,84.70000000000002
2023-02-02,18.9,83.3,8.9,0.2,February,2023,Summer,2023-02,82.92857142857143
2023-02-03,20.6,86.5,11.1,2.3,February,2023,Summer,2023-02,82.75714285714285
2023-02-04,18.4,78.6,13.1,1.3,February,2023,Summer,2023-02,82.77142857142857
2023-02-05,16.2,81.9,4.6,0.2,February,2023,Summer,2023-02,82.34285714285716
2023-02-06,18.1,82.2,13.3,0.0,February,2023,Summer,2023-02,82.55714285714285
2023-02-07,19.8,76.6,9.6,0.0,February,2023,Summer,2023-02,82.3
2023-02-08,19.6,77.9,10.3,0.9,February,2023,Summer,2023-02,81.0
2023-02-09,19.8,79.6,11.5,2.5,February,2023,Summer,2023-02,80.47142857142856
2023-02-10,19.5,82.7,11.9,0.8,February,2023,Summer,2023-02,79.92857142857143
2023-02-11,21.0,77.2,7.1,0.1,February,2023,Summer,2023-02,79.72857142857143
2023-02-12,22.7,87.2,6.8,120.0,February,2023,Summer,2023-02,80.48571428571428
2023-02-13,19.0,76.9,13.5,0.0,February,2023,Summer,2023-02,79.72857142857143
2023-02-14,19.0,83.2,10.6,0.1,February,2023,Summer,2023-02,80.67142857142858
2023-02-15,20.0,71.8,10.2,0.0,February,2023,Summer,2023-02,79.8
2023-02-16,19.3,89.1,10.5,1.6,February,2023,Summer,2023-02,81.15714285714286
2023-02-17,24.5,67.9,3.8,0.0,February,2023,Summer,2023-02,79.04285714285713
2023-02-18,20.9,81.1,6.0,1.9,February,2023,Summer,2023-02,79.60000000000001
2023-02-19,18.6,80.4,9.7,0.0,February,2023,Summer,2023-02,78.62857142857142
2023-02-20,21.8,85.7,9.0,2.3,February,2023,Summer,2023-02,79.88571428571429
2023-02-21,21.5,81.2,12.8,5.1,February,2023,Summer,2023-02,79.60000000000001
2023-02-22,25.3,78.5,6.5,2.2,February,2023,Summer,2023-02,80.55714285714285
2023-02-23,23.2,77.4,8.0,0.0,February,2023,Summer,2023-02,78.88571428571429
2023-02-24,23.7,74.5,5.5,0.0,February,2023,Summer,2023-02,79.82857142857142
2023-02-25,20.5,79.7,7.6,4.2,February,2023,Summer,2023-02,79.62857142857142
2023-02-26,21.9,88.4,8.8,3.1,February,2023,Summer,2023-02,80.77142857142857
2023-02-27,22.1,91.7,8.5,2.4,February,2023,Summer,2023-02,81.62857142857145
2023-02-28,20.3,77.6,18.4,2.6,February,2023,Summer,2023-02,81.11428571428571
2023-03-01,26.3,71.7,12.0,0.0,March,2023,Summer,2023-03,80.14285714285714
2023-03-02,24.0,68.1,18.4,1.4,March,2023,Summer,2023-03,78.81428571428572
2023-03-03,22.2,91.5,13.3,3.2,March,2023,Summer,2023-03,81.24285714285715
2023-03-04,25.7,68.7,9.5,3.4,March,2023,Summer,2023-03,79.67142857142858
2023-03-05,17.9,86.1,2.6,0.0,March,2023,Summer,2023-03,79.34285714285714
2023-03-06,25.0,83.7,10.8,1.7,March,2023,Summer,2023-03,78.2
2023-03-07,25.5,73.2,13.6,2.9,March,2023,Summer,2023-03,77.57142857142857
2023-03-08,25.2,77.0,11.3,2.5,March,2023,Summer,2023-03,78.32857142857142
2023-03-09,24.1,81.5,9.6,1.8,March,2023,Summer,2023-03,80.24285714285715
2023-03-10,27.1,76.7,8.5,1.6,March,2023,Summer,2023-03,78.12857142857142
2023-03-11,23.1,80.9,9.0,2.8,March,2023,Summer,2023-03,79.87142857142858
2023-03-12,28.8,82.3,7.4,0.3,March,2023,Summer,2023-03,79.32857142857142
2023-03-13,26.2,76.3,9.3,0.7,March,2023,Summer,2023-03,78.27142857142857
2023-03-14,23.3,79.1,3.5,0.0,March,2023,Summer,2023-03,79.11428571428571
2023-03-15,24.7,84.2,13.1,3.8,March,2023,Summer,2023-03,80.14285714285714
2023-03-16,26.3,75.7,12.9,2.2,March,2023,Summer,2023-03,79.3142857142857
2023-03-17,22.5,80.4,9.9,0.0,March,2023,Summer,2023-03,79.84285714285714
2023-03-18,24.8,78.7,11.4,3.9,March,2023,Summer,2023-03,79.52857142857144
2023-03-19,25.3,80.0,11.5,4.7,March,2023,Summer,2023-03,79.2
2023-03-20,23.2,80.1,12.6,0.0,March,2023,Summer,2023-03,79.74285714285715
2023-03-21,26.7,90.0,10.4,0.0,March,2023,Summer,2023-03,81.3
2023-03-22,22.9,81.0,7.9,1.7,March,2023,Summer,2023-03,80.84285714285714
2023-03-23,25.6,67.8,6.6,2.0,March,2023,Summer,2023-03,79.71428571428571
2023-03-24,28.2,70.9,8.1,0.5,March,2023,Summer,2023-03,78.35714285714286
2023-03-25,27.5,67.7,9.4,2.2,March,2023,Summer,2023-03,76.78571428571429
2023-03-26,26.3,76.0,14.5,2.0,March,2023,Summer,2023-03,76.21428571428571
2023-03-27,26.4,81.4,10.9,0.6,March,2023,Summer,2023-03,76.39999999999999
2023-03-28,27.7,75.0,10.9,0.0,March,2023,Summer,2023-03,74.25714285714285
2023-03-29,26.9,66.8,4.1,2.5,March,2023,Summer,2023-03,72.22857142857143
2023-03-30,29.3,60.5,8.3,1.9,March,2023,Summer,2023-03,71.18571428571428
2023-03-31,31.4,80.4,12.7,1.9,March,2023,Summer,2023-03,72.54285714285714
2023-04-01,27.8,76.7,10.9,0.7,April,2023,Summer,2023-04,73.82857142857144
2023-04-02,27.2,81.8,11.3,1.4,April,2023,Summer,2023-04,74.65714285714286
2023-04-03,28.6,84.8,10.2,0.0,April,2023,Summer,2023-04,75.14285714285714
2023-04-04,23.5,65.2,10.4,2.3,April,2023,Summer,2023-04,73.74285714285715
2023-04-05,29.4,78.3,10.2,2.3,April,2023,Summer,2023-04,75.38571428571429
2023-04-06,28.1,74.3,6.3,3.9,April,2023,Summer,2023-04,77.35714285714286
2023-04-07,30.5,61.4,7.3,2.3,April,2023,Summer,2023-04,74.64285714285714
2023-04-08,26.5,71.7,10.3,0.2,April,2023,Summer,2023-04,73.92857142857143
2023-04-09,29.0,68.3,8.9,3.2,April,2023,Summer,2023-04,72.0
2023-04-10,27.5,80.5,11.7,0.4,April,2023,Summer,2023-04,71.38571428571429
2023-04-11,29.0,87.5,8.2,1.4,April,2023,Summer,2023-04,74.57142857142857
2023-04-12,30.8,78.6,13.6,2.2,April,2023,Summer,2023-04,74.61428571428571
2023-04-13,30.4,79.8,10.4,3.3,April,2023,Summer,2023-04,75.39999999999999
2023-04-14,28.2,75.9,10.9,0.0,April,2023,Summer,2023-04,77.47142857142856
2023-04-15,27.9,86.8,10.0,0.0,April,2023,Summer,2023-04,79.62857142857142
2023-04-16,29.5,88.2,12.8,3.3,April,2023,Summer,2023-04,82.47142857142856
2023-04-17,30.4,83.5,14.8,2.5,April,2023,Summer,2023-04,82.89999999999999
2023-04-18,31.5,71.4,5.7,3.0,April,2023,Summer,2023-04,80.60000000000001
2023-04-19,30.2,73.3,11.3,0.0,April,2023,Summer,2023-04,79.84285714285714
2023-04-20,30.1,68.3,13.1,4.0,April,2023,Summer,2023-04,78.20000000000002
2023-04-21,30.0,73.9,8.9,2.8,April,2023,Summer,2023-04,77.91428571428571
2023-04-22,30.1,67.5,8.0,0.1,April,2023,Summer,2023-04,75.15714285714286
2023-04-23,28.2,75.9,9.3,4.2,April,2023,Summer,2023-04,73.39999999999999
2023-04-24,31.9,77.4,12.7,3.0,April,2023,Summer,2023-04,72.52857142857144
2023-04-25,33.5,70.7,9.8,0.0,April,2023,Summer,2023-04,72.42857142857143
2023-04-26,29.7,67.6,10.9,5.7,April,2023,Summer,2023-04,71.61428571428571
2023-04-27,28.0,77.8,14.3,1.7,April,2023,Summer,2023-04,72.97142857142858
2023-04-28,36.6,64.4,9.1,0.2,April,2023,Summer,2023-04,71.61428571428571
2023-04-29,29.7,71.0,13.2,1.9,April,2023,Summer,2023-04,72.11428571428571
2023-04-30,31.1,70.6,7.2,0.0,April,2023,Summer,2023-04,71.35714285714286
2023-05-01,30.1,72.6,9.5,0.0,May,2023,Summer,2023-05,70.67142857142858
2023-05-02,35.0,70.8,14.7,5.4,May,2023,Summer,2023-05,70.68571428571428
2023-05-03,31.5,89.7,14.9,0.0,May,2023,Summer,2023-05,73.84285714285714
2023-05-04,30.0,90.2,13.2,2.3,May,2023,Summer,2023-05,75.61428571428571
2023-05-05,32.3,74.1,11.2,1.8,May,2023,Summer,2023-05,77.0
2023-05-06,33.7,81.1,9.5,0.0,May,2023,Summer,2023-05,78.44285714285715
2023-05-07,30.3,79.9,12.6,0.7,May,2023,Summer,2023-05,79.77142857142857
2023-05-08,31.5,81.3,11.4,0.0,May,2023,Summer,2023-05,81.0142857142857
2023-05-09,32.1,69.9,12.9,0.0,May,2023,Summer,2023-05,80.88571428571429
2023-05-10,33.9,58.3,10.7,0.6,May,2023,Summer,2023-05,76.39999999999999
2023-05-11,33.9,66.2,5.5,0.0,May,2023,Summer,2023-05,72.97142857142856
2023-05-12,36.4,67.9,5.9,1.2,May,2023,Summer,2023-05,72.08571428571429
2023-05-13,30.6,82.1,10.4,1.0,May,2023,Summer,2023-05,72.22857142857143
2023-05-14,31.6,70.8,15.3,1.3,May,2023,Summer,2023-05,70.92857142857143
2023-05-15,28.5,83.5,9.6,1.5,May,2023,Summer,2023-05,71.24285714285715
2023-05-16,32.6,77.2,8.7,0.4,May,2023,Summer,2023-05,72.28571428571429
2023-05-17,33.6,64.4,10.4,0.3,May,2023,Summer,2023-05,73.15714285714286
2023-05-18,30.5,67.3,7.1,0.0,May,2023,Summer,2023-05,73.3142857142857
2023-05-19,34.0,66.4,10.6,1.5,May,2023,Summer,2023-05,73.1
2023-05-20,33.7,77.2,9.5,0.2,May,2023,Summer,2023-05,72.4
2023-05-21,34.2,70.5,6.5,0.0,May,2023,Summer,2023-05,72.35714285714286
2023-05-22,31.8,72.1,10.4,2.1,May,2023,Summer,2023-05,70.72857142857143
2023-05-23,34.9,74.8,9.7,0.3,May,2023,Summer,2023-05,70.38571428571429
2023-05-24,31.1,72.8,11.5,2.5,May,2023,Summer,2023-05,71.58571428571429
2023-05-25,32.8,69.9,6.0,0.0,May,2023,Summer,2023-05,71.95714285714286
2023-05-26,37.6,57.7,9.4,1.0,May,2023,Summer,2023-05,70.71428571428571
2023-05-27,34.7,79.0,14.8,1.2,May,2023,Summer,2023-05,70.97142857142856
2023-05-28,29.4,61.4,10.1,0.0,May,2023,Summer,2023-05,69.67142857142856
2023-05-29,35.0,75.3,6.7,2.2,May,2023,Summer,2023-05,70.12857142857142
2023-05-30,33.5,71.2,7.1,1.7,May,2023,Summer,2023-05,69.61428571428571
2023-05-31,33.6,70.4,10.7,0.0,May,2023,Summer,2023-05,69.27142857142857
2023-06-01,33.4,58.9,4.1,16.1,June,2023,Monsoon,2023-06,67.7
2023-06-02,38.9,69.0,10.1,0.0,June,2023,Monsoon,2023-06,69.31428571428572
2023-06-03,34.6,75.3,4.7,17.6,June,2023,Monsoon,2023-06,68.78571428571429
2023-06-04,32.0,77.2,9.1,22.1,June,2023,Monsoon,2023-06,71.04285714285713
2023-06-05,34.2,74.3,12.1,3.1,June,2023,Monsoon,2023-06,70.9
2023-06-06,4.0,67.5,15.0,11.9,June,2023,Monsoon,2023-06,70.37142857142857
2023-06-07,33.1,61.7,14.5,11.1,June,2023,Monsoon,2023-06,69.12857142857142
2023-06-08,34.4,72.1,5.5,23.6,June,2023,Monsoon,2023-06,71.0142857142857
2023-06-09,32.6,70.5,10.4,14.5,June,2023,Monsoon,2023-06,71.22857142857143
2023-06-10,32.7,74.3,11.4,16.1,June,2023,Monsoon,2023-06,71.08571428571429
2023-06-11,32.8,77.7,9.8,14.3,June,2023,Monsoon,2023-06,71.15714285714286
2023-06-12,33.8,71.7,7.1,11.9,June,2023,Monsoon,2023-06,70.78571428571429
2023-06-13,32.7,69.3,8.8,12.3,June,2023,Monsoon,2023-06,71.04285714285714
2023-06-14,36.1,93.2,10.3,29.9,June,2023,Monsoon,2023-06,75.54285714285716
2023-06-15,34.2,80.3,11.2,22.7,June,2023,Monsoon,2023-06,76.71428571428571
2023-06-16,35.3,74.6,12.9,23.1,June,2023,Monsoon,2023-06,77.3
2023-06-17,37.2,66.3,6.5,25.5,June,2023,Monsoon,2023-06,76.15714285714286
2023-06-18,35.9,78.6,8.7,0.0,June,2023,Monsoon,2023-06,76.28571428571429
2023-06-19,35.5,71.3,8.0,24.8,June,2023,Monsoon,2023-06,76.22857142857143
2023-06-20,34.9,67.3,9.6,1.7,June,2023,Monsoon,2023-06,75.94285714285715
2023-06-21,35.3,72.9,7.2,39.8,June,2023,Monsoon,2023-06,73.04285714285714
2023-06-22,36.2,76.4,16.3,6.7,June,2023,Monsoon,2023-06,72.48571428571428
2023-06-23,35.1,64.1,9.6,17.1,June,2023,Monsoon,2023-06,70.98571428571428
2023-06-24,32.6,71.7,15.2,11.1,June,2023,Monsoon,2023-06,71.75714285714285
2023-06-25,32.4,81.6,11.7,25.3,June,2023,Monsoon,2023-06,72.18571428571428
2023-06-26,35.3,68.7,9.1,9.9,June,2023,Monsoon,2023-06,71.81428571428572
2023-06-27,33.8,67.2,11.0,5.9,June,2023,Monsoon,2023-06,71.8
2023-06-28,35.4,70.7,3.2,7.3,June,2023,Monsoon,2023-06,71.48571428571428
2023-06-29,35.4,67.8,3.6,37.9,June,2023,Monsoon,2023-06,70.25714285714285
2023-06-30,37.2,74.1,8.3,17.3,June,2023,Monsoon,2023-06,71.68571428571428
2023-07-01,35.4,69.6,11.0,34.2,July,2023,Monsoon,2023-07,71.38571428571429
2023-07-02,31.5,66.9,5.8,23.6,July,2023,Monsoon,2023-07,69.28571428571429
2023-07-03,37.1,68.3,11.5,20.1,July,2023,Monsoon,2023-07,69.22857142857143
2023-07-04,36.8,75.1,12.5,30.5,July,2023,Monsoon,2023-07,70.35714285714286
2023-07-05,34.6,74.3,15.8,16.6,July,2023,Monsoon,2023-07,70.87142857142858
2023-07-06,35.8,66.5,13.6,29.7,July,2023,Monsoon,2023-07,70.68571428571428
2023-07-07,36.2,65.6,11.4,28.4,July,2023,Monsoon,2023-07,69.47142857142856
2023-07-08,35.3,57.7,12.1,22.7,July,2023,Monsoon,2023-07,67.77142857142857
2023-07-09,32.8,75.9,7.0,27.2,July,2023,Monsoon,2023-07,69.05714285714286
2023-07-10,34.5,65.2,7.0,24.9,July,2023,Monsoon,2023-07,68.61428571428571
2023-07-11,35.1,67.0,17.0,27.6,July,2023,Monsoon,2023-07,67.45714285714286
2023-07-12,34.1,73.7,10.5,6.7,July,2023,Monsoon,2023-07,67.37142857142857
2023-07-13,32.7,76.2,7.1,25.2,July,2023,Monsoon,2023-07,68.75714285714287
2023-07-14,33.3,81.1,14.2,8.7,July,2023,Monsoon,2023-07,70.97142857142858
2023-07-15,35.5,78.6,4.6,10.8,July,2023,Monsoon,2023-07,73.95714285714287
2023-07-16,37.8,71.7,9.0,27.5,July,2023,Monsoon,2023-07,73.35714285714286
2023-07-17,33.9,72.8,10.5,36.3,July,2023,Monsoon,2023-07,74.44285714285715
2023-07-18,30.7,77.2,4.9,23.2,July,2023,Monsoon,2023-07,75.89999999999999
2023-07-19,31.3,71.1,12.1,14.3,July,2023,Monsoon,2023-07,75.52857142857144
2023-07-20,30.8,63.1,14.0,22.0,July,2023,Monsoon,2023-07,73.65714285714284
2023-07-21,32.7,55.7,14.4,22.5,July,2023,Monsoon,2023-07,70.02857142857142
2023-07-22,34.4,71.9,14.4,35.7,July,2023,Monsoon,2023-07,69.07142857142857
2023-07-23,34.9,66.7,12.3,25.7,July,2023,Monsoon,2023-07,68.35714285714286
2023-07-24,34.7,67.4,7.6,21.2,July,2023,Monsoon,2023-07,67.58571428571429
2023-07-25,32.4,81.4,10.2,18.4,July,2023,Monsoon,2023-07,68.18571428571428
2023-07-26,33.0,64.0,8.3,4.3,July,2023,Monsoon,2023-07,67.17142857142858
2023-07-27,37.7,81.6,10.2,22.2,July,2023,Monsoon,2023-07,69.81428571428572
2023-07-28,32.0,75.9,8.8,21.0,July,2023,Monsoon,2023-07,72.7
2023-07-29,32.2,79.7,11.4,31.5,July,2023,Monsoon,2023-07,73.81428571428572
2023-07-30,34.2,85.1,12.2,29.6,July,2023,Monsoon,2023-07,76.44285714285715
2023-07-31,33.3,72.1,13.8,9.3,July,2023,Monsoon,2023-07,77.11428571428571
2023-08-01,35.4,62.0,14.2,25.6,August,2023,Monsoon,2023-08,74.34285714285714
2023-08-02,33.2,71.8,14.3,32.5,August,2023,Monsoon,2023-08,75.45714285714284
2023-08-03,31.9,68.9,13.1,11.1,August,2023,Monsoon,2023-08,73.64285714285714
2023-08-04,28.3,71.5,8.8,32.2,August,2023,Monsoon,2023-08,73.0142857142857
2023-08-05,34.9,85.4,7.3,14.8,August,2023,Monsoon,2023-08,73.82857142857142
2023-08-06,34.1,64.7,9.8,20.7,August,2023,Monsoon,2023-08,70.91428571428571
2023-08-07,29.2,72.6,14.2,24.1,August,2023,Monsoon,2023-08,70.98571428571428
2023-08-08,30.7,71.4,12.6,13.0,August,2023,Monsoon,2023-08,72.32857142857144
2023-08-09,31.7,70.8,8.3,8.9,August,2023,Monsoon,2023-08,72.18571428571428
2023-08-10,32.9,74.7,8.6,22.3,August,2023,Monsoon,2023-08,73.01428571428572
2023-08-11,32.1,73.3,11.4,19.6,August,2023,Monsoon,2023-08,73.27142857142857
2023-08-12,31.0,90.1,13.4,19.4,August,2023,Monsoon,2023-08,73.94285714285715
2023-08-13,33.4,57.5,10.1,16.3,August,2023,Monsoon,2023-08,72.91428571428571
2023-08-14,30.6,70.2,12.7,23.7,August,2023,Monsoon,2023-08,72.57142857142857
2023-08-15,32.4,65.7,9.0,24.6,August,2023,Monsoon,2023-08,71.75714285714285
2023-08-16,29.2,85.7,6.4,27.7,August,2023,Monsoon,2023-08,73.88571428571429
2023-08-17,31.3,71.9,14.8,19.6,August,2023,Monsoon,2023-08,73.48571428571428
2023-08-18,30.5,73.7,9.0,8.5,August,2023,Monsoon,2023-08,73.54285714285713
2023-08-19,29.6,77.0,10.8,15.7,August,2023,Monsoon,2023-08,71.67142857142858
2023-08-20,33.0,80.0,10.0,15.9,August,2023,Monsoon,2023-08,74.88571428571429
2023-08-21,30.6,74.9,10.2,28.1,August,2023,Monsoon,2023-08,75.55714285714285
2023-08-22,29.7,93.3,8.4,0.0,August,2023,Monsoon,2023-08,79.5
2023-08-23,29.0,63.6,5.4,15.3,August,2023,Monsoon,2023-08,76.34285714285714
2023-08-24,28.3,78.9,6.8,1.3,August,2023,Monsoon,2023-08,77.34285714285716
2023-08-25,52.0,74.2,6.6,27.6,August,2023,Monsoon,2023-08,77.41428571428571
2023-08-26,29.3,77.2,6.0,10.4,August,2023,Monsoon,2023-08,77.44285714285715
2023-08-27,24.8,67.2,10.9,18.5,August,2023,Monsoon,2023-08,75.61428571428571
2023-08-28,30.2,83.9,6.1,3.1,August,2023,Monsoon,2023-08,76.9
2023-08-29,28.7,79.5,4.3,19.7,August,2023,Monsoon,2023-08,74.92857142857143
2023-08-30,35.4,85.4,11.4,8.7,August,2023,Monsoon,2023-08,78.04285714285713
2023-08-31,31.5,73.2,11.0,6.9,August,2023,Monsoon,2023-08,77.22857142857143
2023-09-01,28.8,77.3,10.1,41.0,September,2023,Monsoon,2023-09,77.67142857142858
2023-09-02,28.0,72.0,7.8,10.9,September,2023,Monsoon,2023-09,76.92857142857143
2023-09-03,26.5,73.9,13.4,25.2,September,2023,Monsoon,2023-09,77.88571428571429
2023-09-04,27.2,80.2,7.1,18.4,September,2023,Monsoon,2023-09,77.35714285714286
2023-09-05,25.4,77.8,9.2,28.9,September,2023,Monsoon,2023-09,77.11428571428573
